title,lyrics
Super Rich Kids (Live),"Super Rich Kids (Live) LyricsToo many bottles of this wine we can't pronounce
Too many bowls of that green, no lucky charms
The maids come around too much
Parents ain't around enough
Too many joy rides in daddy's jaguar
Too many white lies and white lines
Super rich kids with nothing but loose ends
Super rich kids with nothing but fake friends
Start my day up on the roof
There's nothing like this type of view
Point the clicker at the tube
I prefer expensive news
New car, new girl
New ice, new glass
New watch, good times babe
It's good times, yeah
She wash my back three times a day
This shower head feels so amazing
We'll both be high, the help don't stare
They just walk by, they must don't care
A million one, a million two
A hundred more will never do
Too many bottles of this wine we can't pronounce
Too many bowls of that green, no lucky charms
The maids come around too much
Parents ain't around enough
Too many joy rides in daddy's jaguar
Too many white lies and white lines
Super rich kids with nothing but loose ends
Super rich kids with nothing but fake friends
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Oh, real love
Close your eyes for what you can't imagine, we are the xany gnashing
Caddy smashing, bratty ass, he mad, he snatched his daddy's Jag
And used the shit for batting practice, adamant and he thrashing
Purchasing crappy grams with half the hand of cash you handed
Panicking, patch me up, Pappy done latch keyed us
Toying with Raggy Anns and mammy done had enough
Brash as fuck, breaching all these aqueducts; don't believe us
Treat us like we can't erupt, yup
We end our day up on the roof
I say I'll jump, I never do
But when I'm drunk I act a fool
Talking 'bout , do they sew wings on tailored suits
I'm on that ledge, she grabs my arm
She slaps my head
It's good times, yeah
Sleeve rips off, I slip, I fall
The market's down like 60 stories
And some don't end the way they should
My silver spoon has fed me good
A million one, a million cash
Close my eyes and feel the crash
Too many bottles of this wine we can't pronounce
Too many bowls of that green, no lucky charms
The maids come around too much
Parents ain't around enough
Too many joy rides in daddy's jaguar
Too many white lies and white lines
Super rich kids with nothing but loose ends
Super rich kids with nothing but fake friends
Real love (ain't that something rare)
I'm searching for a real love (talking 'bout real love)
Real love yeah
Real love
I'm searching for a real love
Talking 'bout a real loveYou might also likeEmbed"
Freestyle,"Freestyle Lyrics[Freestyle: Frank Ocean]
I didn't think even think about this shit
But your bitch finna get a mink about this shit
You know what I'm saying I'm on Fifth and Broadway in this bitch
And now I'm at New York with my clip on my wrist
Yeah, nigga it's twelve on my wrist and twenty on my neck bitch
Yeah, you know what I'm saying, it's really nothing
And I really got the bars going, really nothing
And Basedgod ain't this fucking based
And get this camera out my fucking faceYou might also likeEmbed"
Love on My Piano,"Love on My Piano Lyrics[Intro]
I just wanna make love
I just wanna make love
I just wanna make love

[Verse 1]
Play a couple chords, jump on board
If you wanna ride out (if you wanna ride out)
I'mma hit a few keys, bring you down to your knees
So you don't wanna leave now (don't wanna leave)
I got you up in my house now, ow
Fix you up another Mai Thai, Thai
No sun on the horizon, on
Let's make a song for the night time, time
[Hook]
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my piano
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my piano

[Verse 2]
Stroke of harmony, kiss you on your neck
I'm changing up your voice sound (changing up your sound)
I'ma do what I said and take you to the bridge
And make you climax now (ah ah)
Now we switching up the melody, ay
We take it down to a minor C, C
We making noise like we can't believe, ay
Let's put this moment on replay

[Hook]
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my piano
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my piano
You might also like[Bridge]
Oh
Girl, watcha' you wanna do?
Back it up, back it up, back it up, up, up
Back it up, back it up, back it up, up, up
I think I got a clue
Girl, watcha' you wanna do?
You wanna make love, love on my piano
Love, love on my piano

[Hook]
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my piano
I just wanna make love, on my piano
I just wanna make love, on my piano
I just wanna make love, love on my piano
Love, love on my pianoEmbed"
Nabil’s Photographs of Somalia 2011 Famine,"Nabil’s Photographs of Somalia 2011 Famine Lyricsmy homie nabil flew out to somalia this past week to photograph and bring awareness to the famine unfolding out there.. a famine set to affect some 12 million people. there’s a few ways to donate money, but simply spreading the word is pretty helpful too. peace.

http://www.guardian.co.uk/global-development/2011/jul/20/un-declares-famine-somalia2Embed"
Private Show,"Private Show Lyrics[Verse 1]
Yeah, bring an amp up here
Let me plug my guitar in
I wanna play for you baby
Can you hear me?
Oh, it's a sold out crowd
I'm kind of nervous
And they yellin' my name out
Can you hear 'em?

[Pre-Chorus]
Oh, oh, oh
Oh, I would cancel if I could (woah, oh, oh)
Oh, oh, oh
You said if I loved you then I would
[Chorus]
Make it a private show, intimate affair
Sitting in the front row, only ones here
Said you want a private show, said you want a private show
If you want a private show
Doors are closin', doors are closin', doors are closin'
Private show, intimate affair
Dancing in the front row, only one here
Said you want a private show, said you want a private show
And you want a
VIP, backstage pass and all that
VIP, backstage pass and all that

[Verse 2]
I really love my fans
So we gotta move quickly
And once I finish here
Don't shout out encore
You can sing along to my songs, and then
Then I'll applaud you, and then

[Pre-Chorus]
Oh, oh, oh
Oh, I would cancel if I could (woah, oh, oh)
Oh, oh, oh
You said if I loved you then I would
You might also like[Chorus]
Make it a private show, intimate affair
Sitting in the front row, only ones here
Said you want a private show, said you want a private show
If you want a private show
Doors are closin', doors are closin', doors are closin'
Private show, intimate affair
Dancing in the front row, only one here
Said you want a private show, said you want a private show
And you want a
VIP, backstage pass and all that
VIP, backstage pass and all that

[Bridge]
Live so much better than the radio
Bet-bet-better than the radio
Live so much better than the radio
Bet-bet-better than the radio
Live so much better than the radio
Bet-bet-better than the radio
Live so much better, live so much better

[Chorus]
Private show, intimate affair
Sitting in the front row, only ones here
Said you want a private show, said you want a private show
If you want a private show
Doors are closin', doors are closin', doors are closin'
Private show, intimate affair
Dancing in the front row, only one here
Said you want a private show, said you want a private show
And you want a
VIP, backstage pass and all that
VIP, backstage pass and all thatEmbed"
"Godspeed Screenplay (Episode 1, Scene 6)","Godspeed Screenplay (Episode 1, Scene 6) LyricsCut to Steely inside of a wide industrial lift. Steely's still inside the car, smoking another cigarette as the lift moves upward. Garten's car comes up through the floor, facing Shoobie. There's reflection on the glass behind her, faint speckles of light imply a city view in the distance. Shoobie's seated in a white swivel chair with large perforations. Wide white flooring with a desk complex. Neutral furniture. Fluorescent lights overhead in rails—glass all around. A potted plant caged with a bird. Shoobie sits there in the nude anticipating a party but covers herself once she sees the car. In disbelief she walks toward Steely but continues past him, covering her mouth as she stares at the vehicle.

Steely walks down a ramp into a living space, a bar that looks off into the distance. Outdoorsman photography and console portraits line a wall. A photo of Steely and his dad holding a catch by the sea, another of him climbing a half dome. There's a jellyfish aquarium. The seating area is an ecosystem all its own with more plants and contained living micro systems. He eats pasta and watches television. Once he finishes eating he gets up, undresses, grabs his recall device and heads to the bathroom. Steely walks into a yellow shower. A 3-D projection of a woman in blue washes his back.

Dunk. Break for the curb. Clark taps Steely on the ass, blows him a kiss. Clark shoves him. Steely stumbles and walks over to a vehicle parked on the side. Steely leans on the driver window and kisses the driver. Steely circles to the other side and sits in the passenger seat. Driver puts a dutch to Steely's mouth. Steely hits it. Steely and driver kiss blowing smoke out of their noses.

     Driver (Shoobie): 'Relaxxx...'
     Steely: (Shakes head) 'Awe man—don't do that—I don't even know how it started.' (leans in to kiss her again)
     Shoobie: 'Nope.'
     Steely: (Kisses her face still) 'What you do all day anyway? When'd you even get here?'
Shoobie ignores him, and changes a song on the playlist (she was his ride there in the first place). Steely crawls out of passenger window and talks over the car.

     Steely: 'So what's good for later? I need to shower.'

Matthew and Clark walk over to the car—Danny goes inside to shower.

     Clark: W'sup Shoobie.' (Kisses her on the cheek.)
     Clark: 'So you gon' draw my blood and I can't hit the blunt? You cold.'

Shoobie passes it to Clark.

     Steely: 'Imma be back later I left some shit in your house.'
     Matthew: 'What is it? I'll grab it for you now. You ain't comin' back. Y'all are about to get weird.'
     Steely: 'What an angel—but naw, imma come back though.'
     Matthew: 'Smiley faces...'

Wide road. Canopy of live oak trees and filtered sunlight. Low radio. Engine noise layered with shower scene. Engine noise. Love scene. Engine noise. Cut to black.

Steely is high off endorphins while his back is being rubbed by the lady in blue. He finishes his shower, heads to his bed and crash into sleep. Steely's blurry eyes open up to Shoobie lying next to him with the look of Christmas morning on her face. It's 5am-ish. The glass now gives the views pass up on the level. Shoobie has been dealing with Garten's vehicle for the last several hours.

     Shoobie: 'The majority of Garten's designs contain two access points. It's a motif of his.' 'This design in particular has nearly complete function solely from one key point. The second key point is hidden. I got its location off this thing's own thoughts. Whatever, take a seat.' (Pointing to the car)

Steely takes a seat. Black cup of coffee in his hand. Shoobie has a rainbow coil of wires running from a handheld device into a port on the headlight of Garten's car.

     Shoobie: 'Wait for it.' (As she works)
In a moment Steely's vision through the windshield glows and the city past the woods falls off into sky. His entire surroundings glow golden and white and the edges of his view fall off into endless sky. He seems to be on an island, floating high above any water. Steely jumps a bit, spills the coffee on his boxer shorts. It takes a moment for him to feel the sensation.

     Steely: 'Fuuuck....'

Steely jumps out of the car. Pulling off his burning shorts, eyes affixed to the fantastic view, which is fading back into reality all around him. His vision goes back to normal again. Shoobie smiles. Steely starts to wring out his shorts when he gets a new message notification.

     
     
     
     
     
     

BEGIN TEXT:

UNKNOWN CONTACT: '=====:::::::::=====:::::::::::
::::=====:::::::::====  :::::::=====:::::::::====
:::::::=====:::::::::====
:::::::=====:::::::::====
:::::::=====:::::::::====
:::::::=====:::::::::====
:::::::=====:::::::::====
:::::::=====:::::::::====' (The text reads on and on and on and on.)

END EPISODE 1Embed"
Open Door,"Open Door LyricsLyrics from Snippet

[Intro: Frank Ocean & Nicki Minaj]
Yeah
Young Money
Yeah, yeah

[Frank Ocean]
When I-You might also likeEmbed"
Thinkin bout you - spring sampler / 2012,"Thinkin bout you - spring sampler / 2012 LyricsA tornado flew around my room before you came
Excuse the mess it made, it usually doesn't rain
In southern California, much like Arizona
My eyes don't shed tears, but, boy, they bawl

When I'm thinkin' 'bout you
Ooh, no, no, no
I've been thinkin' 'bout you
You know, know, know
I've been thinkin' 'bout you
Do you think about me still?
Do ya, do ya?
Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh, ooh)]
Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh)]

No, I don't like you, I just thought you were cool
Enough to kick it
Got a beach house I could sell you in Idaho
Since you think I don't love you, I just thought you were cute
That's why I kiss you
Got a fighter jet, I don't get fly it, though

I'm lyin' down thinkin' 'bout you
Ooh, no, no, no
I've been thinkin' 'bout you
You know, know, know
I've been thinkin' 'bout you
Do you think about me still?
Do ya, do ya?

Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh, ooh)]
Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh)]

Yes, of course I remember, how could I forget?
How you feel?
And though you were my first time
A new feel
You might also likeIt won't ever get old, not in my soul
Not in my spirit, keep it alive
We'll go down this road
Till it turns from color to black and white

Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh, ooh)]
Or do you not think so far ahead? [(ahead)]
'Cause I been thinkin' 'bout forever [(ooh)]Embed"
Half..,Half.. Lyrics1Embed
Wayfarers (Light Show),"Wayfarers (Light Show) Lyrics[Intro / Verse 1]
We missed the light show
(That's what I call the weather)
Missed it like a three, a three
You and me and
I'm so sorry
I meant to lift the blinds some
So the sun could show off on us
It kind of slips my mind
Whenever we're in bed
[Chorus]
The way you shine
The way you glow
The sun ain't got much on you baby, yea
So i'm wearing these frames while we're doing it
Wayfarers in bed while she doing me
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea

Shades on, lights off
But you on
And I'm on you
Oh yea

[Verse 2]
See my reflection on your chanel
(vintage)
I just got those for you
(tight)
I put em on you
(haha)
If you want baby
I'd go and lift the blinds some
So the sun could have a look at ya
But I see you just fine
Whenever we're in bed
You might also like[Chorus]
The way you shine
The way you glow
The sun ain't got much on you baby, yea
So i'm wearing these frames while we're doing it
Wayfarers in bed while she doing me
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea

[Bridge]
Now just right
Round my head too
Keep em on
When we going
Going strong
Got the red ones
With the polarized tint on em
Oh

[Chorus]
The way you shine
The way you glow
The sun ain't got much on you baby, yea
So i'm wearing these frames while we're doing it
Wayfarers in bed while she doing me
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea
Wayfarers in bed while she doing me
Wayfarers in bed while we're doing it, yea
Shades on, lights off
But you on
And I'm on you
Oh yea1Embed"
Spaceman,"Spaceman Lyrics[First Half]
-goin'
I'm just laughing 'cause you goofy off of [?], yeah
Got some problems but you keep on callin' Spaceman
He gon' getcha all the signals
He gon' getcha all the signals

[Second Half]
-that's fair
If your player on the side keep it fair, fair
Let them both know they each wanted there, there
So my conscious be clear where I stay (Stay)You might also like2Embed"
Theme Song,"Theme Song Lyrics[Intro]
Yeah, it's real simple bitch
You understand me?
Bitch I'm a player now
Your main bitch works for me
Yeah. Yeah

[Verse]
I haven't worn a shirt since 1993
That's the year I moved my operation to the beach
Half a dozen cameras on me when I'm in the streets
Pop, pop!
Hit out on me
Building mansions on the sand
Your girl looks like Kelis
She must hate you so much right now
She must hate you so much right now
Run my fingers through her hair
My girl looks like Kelis
Man she must love me so...You might also likeEmbed"
U Got it,"U Got it Lyrics[Verse 1]
Sad he never takes her no where
And she always in these rooms
She was more than just a phone call
She says she's really in the mood

Don't you move cause I'm coming
Girl tell him don't bother
Cause baby I'm rushin to you
Don't you move
[Hook]
Girl you know thats all you needed to say
You got it, you got it
Let me grab a jacket and I'm on the way
You got it, you got it, oh
You want more, you want more
Is that enough, is that enough
Say the word and I'mma on the way
You got it, you got it all
You know the words, you know the number
You got 'em
So quit playing, a couple words I'm coming running
You got 'em so just say 'em

Yea I'ma knock twice when I get there
Then we can make love in one of those rooms
..show you the ocean ohh

Don't you move 'cause I'm coming
'Cause baby I'm rushin to you
Don't you move

[Hook]
Girl you know thats all you needed to say
You got it, you got it
Let me grab a jacket and I'm on the way
You got it, you got it, oh
You want more, you want more
Is that enough, is that enough
Say the word and I'mma on the way
You got it, you got it all
You know the words, u know the number
You got 'em
So quit playing, a couple words I'm coming running
You got em' so just say 'em
You might also likeI'm very proud to say that I got you
Like a guy need you yeah
Show you off like a brand new set of wheels
See you lights baby tell me how it feels
(......)
(......)
Yeah yeah
BabyEmbed"
Break Down*,"Break Down* Lyrics[Verse]
Still ain't have my float trip down your spine in so long, uh
Learning on the bitch, woo, get it
Search of the clique, woo, get it
Standing in the rave, woo, get it
Raise the flag and wave, woo

[Bridge]
Read something deep kill the pressure with the light
What I'm made ofYou might also likeEmbed"
Big Enough,"Big Enough Lyrics[Intro]
Mafia
The love, the love is bigger
The love, the love is bigger
The love, the love is bigger, big

[Verse 1]
Gotta believe in me (Gotta believe in me)
Believe me like a fairy tale
Your tooth under your pillowcase
No, I won't, I won't, ever, ever let you down
Like a seesaw let you down
You know why?
'Cause we ain't on the playground no more, baby
[Pre-Chorus]
We're big enough to stand in the picture
We're big enough to stand next to love

[Chorus]
I was a player when I was little
But I'm bigger, I'm bigger
A heartbreaker when I was little
But I'm bigger, I'm bigger
And all the haters, I swear, they look so small from up here
'Cause we bigger, our love's bigger
I'm bigger, you bigger, woah

[Verse 2]
Remember when my heart was young?
It was still bigger than me
Is that the reason that you stayed?
Most would've got rid of me
Now the bullies in the schoolyard can't take our hugs and our kisses from us
Because we ain't pushovers, no more, baby

[Pre-Chorus]
We're big enough to stand in the picture
We're big enough to stand next to love

[Chorus]
I was a player when I was little
But I'm bigger, I'm bigger
A heartbreaker when I was little
But I'm bigger, I'm bigger
And all the haters, I swear, they look so small from up here
'Cause we bigger, our love's bigger
I'm bigger, you bigger
I was a player when I was little
But I'm bigger, I'm bigger
A heartbreaker when I was little
But I'm bigger, I'm bigger
And all the haters, I swear, they look so small from up here
'Cause we bigger, our love's bigger
I'm bigger, you bigger, woah
You might also like[Bridge]
Remember those stone washed jeans (I remember that)
Don't knock your earrings (Like yesterday)
They shined on me (We were little then)
In class daydreaming of you (My babe, wow, just a little love getting bigger)
You, wow wow
Since then all I can remember is the love's only gotten bigger
I think, it's gone out of control

[Chorus]
I was a player when I was little (Just a little bigger, hahaha)
But I'm bigger, I'm bigger
A heartbreaker when I was little
But I'm bigger, I'm bigger
And all the haters, I swear, they look so small from up here
'Cause we bigger, our love's bigger
I'm bigger, you bigger
I was a player when I was little
But I'm bigger, I'm bigger
A heartbreaker when I was little
But I'm bigger, I'm bigger
And all the haters, I swear, they look so small from up here
'Cause we bigger, our love's bigger
I'm bigger, you bigger, woahEmbed"
So Fresh,"So Fresh Lyrics[Intro]
Oh no
Oh yeah
Oh yeah

[Verse 1]
So fresh (so fresh) oh yes
And I, know I was in love with you
First moment I met you, butterflies
Kept me floating in the air, that's how it felt
First word that I spoke it made you smile
Cause I got a little style goin'
You laugh in my face but I didn't care
Cause it started the conversation
That led to our first date, now
Old folks used to tell me, I know it and I felt it
I know it's true if, they're, just like you
[Chorus]
So fresh, so fresh, so fresh, so fresh
Each time when I closed my eyes
Fade in and your lips touch mine, oh
So fresh, so fresh, so fresh, so fresh
You're like my favorite
I swear you could play forever...You might also like2Embed"
"Godspeed Screenplay (Episode 1, Scene 5)","Godspeed Screenplay (Episode 1, Scene 5) LyricsSteely walks up to the parking structure of the corporate campus where Garten's car is located. Florence is manning the security desk. Looks on at Steely knowingly. This is one of Florence's gigs.

     Florence: 'C'mon.'
     Florence: 'Don't get yourself into anything you can't get out of child.'
     Florence: 'Gimme.' (Pointing at the bulge in his pocket.)

Walks past security into the empty underworld of parking levels—few overnighted vehicles here and there. He goes to where he left Garten's car and gets in. He pulls out a box of smokes and reads the warning label. He smokes a cigarette and begins looking at his teeth in the mirror. Garten's keys are inside as before. He starts the car. He drives normally, calmly, making his way off the corporate campus onto the highway, and getting off at an exit leading to a neighborhood nestled by woods. There is a subdivision ahead of him comprised mostly of high-rises. There's a lake passed.Embed"
Rewind That,"Rewind That Lyrics[Hook]
Rewind that
Can't get you out of my mind, I want it all the time
You gotta come and rewind that
Baby girls a ten, come on and do it again
Let me see you rewind that
Girl you know I love the sound of when we putting it down
You make me wanna rewind that
Shawty, put the thing on me, and I'm waiting to see if you won't rewind that

[Verse 1]
(Stop)
Shawty what your name is?
Never mind cause you know that I'm famous
Got chicks from LA to Romanians
Baby I want you
(We could take it slow)
Wine you and dine you
Every penny, cause I know you're a diamond
Know what you want
And you know how to get it
Kicking those lips, let me know that you with it tonight
[Pre-Hook]
Fast forward back to my spot
Top of the table telling me don't stop
Touching that place that'll keep you hot tonight
Got it going non-stop tonight and (now pause)
Baby what you tryna' do?
You know the things all up to you
We can talk all night
Or you can leave your crew, and do what we came to do tonight

[Hook]
Rewind that
Can't get you out of my mind, I want it all the time
You gotta come and rewind that
Baby girls a ten, come on and do it again
Let me see you rewind that
Girl you know I love the sound of when we putting it down
You make me wanna rewind that
Shawty, put the thing on me, and I'm waiting to see if you won't rewind that

[Verse 2]
(Stop)
We ain't gotta stop tonight we can do it anyway you like
I can pull on your hair, I can even bite
Or take it way down low tonight
(We can take it slow)
We can grind on the floor
Push those hips against me, I know
When I hit it real good and
You're girls ain't got to know
But you know, so baby girl lets go
You might also like[Pre-Hook]
Fast forward back to my spot
Top of the table telling me don't stop
Touching that place that'll keep you hot tonight
Got it going non-stop tonight and (now pause)
Baby what you tryna' do?
You know the things all up to you
We can talk all night
Or you can leave your crew, and do what we came to do tonight

[Hook]
Rewind that
Can't get you out of my mind, I want it all the time
You gotta come and rewind that
Baby girls a ten, come on and do it again
Let me see you rewind that
Girl you know I love the sound of when we putting it down
You make me wanna rewind that
Shawty, put the thing on me, and I'm waiting to see if you won't rewind that

Rewind that
Can't get you out of my mind, I want it all the time
You gotta come and rewind that
Baby girls a ten, come on and do it again
Let me see you rewind that
Girl you know I love the sound of when we putting it down
You make me wanna rewind that
Shawty, put the thing on me, and I'm waiting to see if you won't rewind that
Can't get you out of my mind, I want it all the time
You gotta come and rewind that
Baby girls a ten, come on and do it again
Let me see you rewind that
Girl you know I love the sound of when we putting it down
You make me wanna rewind that
Shawty, put the thing on me, and I'm waiting to see if you won't rewind thatEmbed"
"Godspeed Screenplay (Episode 1, Scene 4)","Godspeed Screenplay (Episode 1, Scene 4) LyricsSteely's eyes are watering from the wind rushing in his face as he's smiling, then laughing, going full throttle on a speedboat with Shoobie, Matthew, Clark, Danny, Grad Girl #1, Rob, Grad Girl #2 and Grad Girl #3 in tow.

     Matthew (to Shoobie): 'So how'd you shut the power off? Generators didn't even come back.'
     Shoobie: 'No—I had a finals presentation.'
     Clark: 'Thought you handled your finals midterm'
     Shoobie: 'Extra credit.'
     Matthew: 'What are you?'

(Bonfire being set aflame on the beach)

     Robb: 'They're gonna shut that down any moment now'
     Grad Girl #1: (Eyes Robb while he takes off his clothes and puts on his wet suit.)
     Robb: 'Yea. I'm tryna get fit. So what. Swim.'
Robb pulls Junior girl #1 back into the water while the boat moves at a slower speed. Underwater shot shows Robb on a wake board being pulled by an aluminum speedboat. We see the turns and the flips and the fun.

     Matthew: 'I'm Shamu!' (Heard from underwater.)

Junior girls push Matthew and Danny. All fall in.

Sun going down—having brews—group talk.

     Robb: 'Always thought he had the better things.'
     Matthew: 'Kinda did.'
     Steely: 'Better looking staff, and the crazier grounds.'
     Grad Girl #1: 'I heard you have a woman in your shower who washes your back.'
     Steely: 'She's not a real woman.'
     Danny: (to Shoobie) 'When do you have to be over there? I heard that building is nuke-proof.'
     Shoobie: 'Yeah aren't they all now.'
     Danny: 'That's Central for you. Jesus.'
     Robb: 'You're not moving because of all this rain?' (Laughs)
     Shoobie: I've got all summer. The world's small. Day trips.'
     Steely: ‘Whole crew’s going different ways now.'
     Grad Girl #2: 'I'm taking over my parents' machine.'
     Grad Girl #3: 'You mean your parents' money.'
     Matthew: 'That's one thing that brings us all together, our parents' cash.. You too, my dear mid-caste offspring. Even you.'
     Shoobie: 'That's not what brings us together. But look, nepotism aside, I think you've done well for an underdeveloped intellect.'
     Matthew: (Grins in agreement) I would've quit this head job at first chance to climb locals and surf my life away. But the trust says I can't participate without taking my part in this ceremony.'
     Grad Girl #1: 'All I care about is world peace. All they taught me here was how to take notes.'
     Robb: 'OK, Miss Argentina.'
     Clark: 'I quite liked it here.'
     Steely: 'So that's why you didn't clear?'
     Clark: I cleeeaared.'
     Clark:Hey guys, listen. Alright, so. If I'm not fucking this person in person, but we get off to each other through the mesh all the time is it the same? Or am I trying to sell myself something? I asked em to take a job as my massage therapist to like simulate intimacy. Thought it was a long shot, but it worked out. It's been beautiful.'
     Shoobie: 'Who are we talking about?'
     Clark: 'That doesn't matter'
     Matthew: 'Is this person local?'
     Clark: 'Nah, isn't. It really doesn't matter guys.'
     Matthew: 'I think it's brilliant. Sounds perfect. Nothing left to be desired from my vantage point.'
     Danny: 'Hmm, I think it's nearly there. There's something missing that you might want—then again you might not want that at all.'
     Clark: Yea. It won't ever be like that.'
Steely drifts off imagining a frozen lake with another lake shining like stardust on its surface, the lakes reflecting a seamless white sky. White water.

Dream interrupted—RENNN RENNN RENNN!!! SMACK. SMACK. SMACK. An aluminum catamaran cuts through the water. Campus pull up on boats. Steely pours his beer out. Everyone hides their drinks. Water turns color.

     Campus Police: 'Please dock all watercraft and exit campus beach immediately.'
     Grad Girl #1: 'It's drop day! (Yelling at the police boat.)
     Campus Police: 'Please dock all watercraft and exit campus beach immediately.'

Campus Police speed away back to the shore. Students throw bottles at the police boat. Rather than head back to the shore and wait for the police, Steely pulls away in a different direction. The Police re-engage and give chase. Steely beaches the boat by sliding onto a black sand beach. All the students jump off the speedboat and run up the incline making an escape with the rest of the party.

     Steely: (Across the crowd to Shoobie) 'Meet at mine.'Embed"
Someboy Else,"Someboy Else LyricsHow many cars on the drive are actually yours?
You never go out for a ride, you keep them indoors
You got a big big mouth, a big big house
You're the king of cribs right now

A real big hit, no hard shit
I swear that won't change me one bit
Cause I wish I was someone else
Anybody else so maybe you might talk to me

Cause I wish I was not myself
Anybody else then maybe you might notice me
The world will still go on without you
The newspapers still talk about you
And if your ever low, pick up the phone
I'll be 'round, don't tell a soul

Cause I'm not you, you're bullet proof
I'm in a crowd and I can't move
Cause I wish I was someone else
Anybody else so maybe you might talk to me

Cause I wish I was not myself
Anybody else then maybe you might notice me

Let me in, let me in
Gimme the sunshine all year 'round
Lemme out, lemme out
Gimme it now, hear me out, hear me shout

Gimme the munchies , show me around
Lemme out, lemme out, gimme the reason
Gimme it now
Yeah, yeah, yeah

Gotta big big house, big big mouth
Big, big, house, big, big mouth
Big, big, house, big, big mouth
That's not helping me right now
You might also likeCause I wish I was someone else
Anybody else so maybe you might talk to me
Cause I wish I was not myself
Anybody else then maybe you might notice me

Cause I wish I was someone else
Anybody else so maybe you might talk to me
Cause I wish I was not myself
Anybody else then maybe you might notice me
Yeah, yeah, yeahEmbed"
Bitches Talk (Repeat),"Bitches Talk (Repeat) Lyrics- Stop! Let me go! You don't got no Jodeci?
- All you bitches want is Jodeci, what the fuck?
- What's a Radiohead.. anyway
- Whatever..You might also likeEmbed"
Response to Grammy Awards Producers,"Response to Grammy Awards Producers Lyricsok ken (and david). as much as i hate to make you guys famous or even respond to you directly. we all die one day and you’re old so fuck it. yea yea my 2013 performance at the grammys was absolute shit. technical difficulties, blah blah. thanks for the reminder. very much appreciated. fuck that performance though. you think that’s why i kept my work out of the grammy process this year? don’t you think i would’ve wanted to play the show to ‘redeem’ myself if i felt that way? in reality, i actually wanted to participate in honoring prince on the show but then i figured my best tribute to that man’s legacy would be to continue to be myself out here and to be successful. winning a tv award doesn’t christen me successful. it took me some time to learn that. i bought all my masters back last year in the prime of my career, that’s successful. blonde sold a million plus without a label, that’s successful. i am young, black, gifted and independent.. that’s my tribute. i’ve actually been tuning into cbs around this time of year for a while to see who gets the top honor and you know what’s really not 'great tv’ guys? 1989 getting album of the year over to pimp a butterfly. hands down one of the most 'faulty’ tv moments i’ve seen. believe the people. believe the ones who’d rather watch select performances from your program on youtube the day after because your show puts them to sleep. use the old gramophone to actually listen bro, i’m one of the best alive. and if you’re up for a discussion about the cultural bias and general nerve damage the show you produce suffers from then i’m all for it. have a good night.Embed"
Jumbo,"Jumbo Lyricssaturday I'll wake up in central london
stretched out lil low on serotonin
cus last night was extra’d out
place both knees on the ground
then ask god what he's talking about
before i kiss him on the mouth
God himself breathed in and out
last night i had a dream
Gyllenhaal on a mountain top
holding on two stone tablets with ten commandments
and a flower crown power couple propaganda phamplet
black panther and white panther you could run the jungles sleeping free on the tree branches no light pollution
look how slow all the life is moving once you get your heart racing
today if i survive i'll let my feet leave the ground
levitations and revelations
take me up in your rapture nowEmbed"
